year,business_type,business_name,address,has_tobacco_license,has_liquor_license,crime_type,#crimes,#arrests,#OnPremises
2010,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,NARCOTICS,2,2,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,ASSAULT,2,2,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,BATTERY,1,1,0
2004,c,HANK GREENBERG WHOLESALE INC,10 S LA SALLE ST,1,0,THEFT,2,1,0
2007,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,DECEPTIVE PRACTICE,2,1,0
2007,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,THEFT,5,2,0
2011,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,ASSAULT,2,1,0
2011,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,ROBBERY,3,1,0
2011,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,THEFT,2,1,0
2011,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,NARCOTICS,1,1,0
2006,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,BATTERY,1,1,0
2005,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2003,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,THEFT,1,0,0
2004,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,ASSAULT,2,2,0
2004,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,BATTERY,1,1,0
2004,c,KANTILAL R PITHADIA,10 S LA SALLE ST  1ST,1,0,THEFT,2,1,0
2017,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2017,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,BATTERY,1,0,0
2017,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,CRIMINAL TRESPASS,1,1,0
2017,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,THEFT,5,2,0
2017,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,ASSAULT,2,1,0
2013,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,OTHER OFFENSE,1,0,0
2013,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,THEFT,1,0,0
2015,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,ASSAULT,3,0,0
2015,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,BATTERY,1,0,0
2015,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,CRIMINAL TRESPASS,2,2,0
2015,c,SHREE GANESH 2011 INC.,10 S LA SALLE ST 1ST,1,0,THEFT,2,0,0
2007,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2007,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,2,0,0
2010,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,3,0,0
2010,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,BATTERY,1,0,0
2016,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,ROBBERY,1,0,0
2005,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,1,0,0
2003,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,OTHER OFFENSE,1,0,0
2003,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,2,0,0
2014,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,DECEPTIVE PRACTICE,4,0,0
2014,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,OTHER OFFENSE,1,0,0
2014,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,1,0,0
2004,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,ASSAULT,1,1,0
2004,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,BATTERY,2,2,0
2012,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,ASSAULT,1,0,0
2012,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,BATTERY,1,0,0
2012,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,KANTILAL M PATEL,10 S RIVERSIDE PLZ 1ST,1,0,THEFT,1,0,0
2007,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,DECEPTIVE PRACTICE,1,0,0
2007,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,THEFT,5,2,0
2005,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,DECEPTIVE PRACTICE,1,0,0
2006,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,BATTERY,1,1,0
2010,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,ASSAULT,1,0,0
2010,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,ROBBERY,1,0,0
2010,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,THEFT,3,0,0
2010,c,"GARDEN VILLAGE, INC.",100 N LA SALLE ST  104,1,0,NARCOTICS,1,1,0
2004,c,PURVI INC,100 S WACKER DR LOBBY,1,0,ASSAULT,1,1,0
2004,c,PURVI INC,100 S WACKER DR LOBBY,1,0,BATTERY,1,1,0
2003,c,PURVI INC,100 S WACKER DR LOBBY,1,0,OTHER OFFENSE,1,0,0
2003,c,PURVI INC,100 S WACKER DR LOBBY,1,0,THEFT,2,0,0
2012,c,PURVI INC,100 S WACKER DR LOBBY,1,0,ASSAULT,1,0,0
2012,c,PURVI INC,100 S WACKER DR LOBBY,1,0,BATTERY,1,0,0
2012,c,PURVI INC,100 S WACKER DR LOBBY,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,PURVI INC,100 S WACKER DR LOBBY,1,0,THEFT,1,0,0
2010,c,PURVI INC,100 S WACKER DR LOBBY,1,0,THEFT,3,0,0
2005,c,PURVI INC,100 S WACKER DR LOBBY,1,0,THEFT,1,0,0
2007,c,PURVI INC,100 S WACKER DR LOBBY,1,0,DECEPTIVE PRACTICE,2,0,0
2007,c,PURVI INC,100 S WACKER DR LOBBY,1,0,THEFT,2,0,0
2006,c,PSMB INC,100 W MONROE ST,1,0,BATTERY,1,1,0
2005,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2003,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,THEFT,1,0,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,ASSAULT,2,2,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,BATTERY,1,1,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,THEFT,2,1,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,ASSAULT,2,2,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,BATTERY,1,1,0
2004,c,HMT CORPORATION,100 W MONROE ST # 1ST,1,0,THEFT,2,1,0
2014,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,1,0,0
2005,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2005,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,1,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,OTHER OFFENSE,1,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,2,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,5,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,1,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,1,0,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,2,0,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,CRIMINAL DAMAGE,1,0,0
2007,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2007,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,5,2,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ROBBERY,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,PUBLIC PEACE VIOLATION,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,2,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,NARCOTICS,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,3,1,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,0,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,3,1,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,4,1,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ASSAULT,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,ROBBERY,2,1,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,THEFT,4,2,0
2006,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST  1ST,1,0,BATTERY,1,1,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,OTHER OFFENSE,1,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,2,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,5,0,0
2018,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,0,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,3,1,0
2012,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,1,0,0
2007,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2007,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,5,2,0
2006,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,1,1,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,1,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,1,0,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,2,0,0
2003,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,4,1,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,0,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ROBBERY,2,1,0
2016,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,4,2,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ROBBERY,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,PUBLIC PEACE VIOLATION,1,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,2,0,0
2010,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,NARCOTICS,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,1,1,0
2004,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,3,1,0
2014,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,THEFT,1,0,0
2005,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,DECEPTIVE PRACTICE,1,0,0
2005,c,GHANSHYAM PATEL & JATIN PATEL,100 W RANDOLPH ST 1ST,1,0,BATTERY,1,0,0
2003,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,1,0
2003,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,BATTERY,1,0,0
2003,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,THEFT,2,0,0
2003,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,CRIMINAL DAMAGE,1,0,0
2004,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,ASSAULT,1,1,0
2004,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,BATTERY,1,1,0
2004,c,"HDS Retail North America, LP",100 W RANDOLPH ST 1ST,1,0,THEFT,3,1,0
2018,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,ASSAULT,1,0,0
2018,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,OTHER OFFENSE,1,0,0
2018,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,BATTERY,2,0,0
2018,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,THEFT,5,0,0
2018,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,DECEPTIVE PRACTICE,2,0,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,DECEPTIVE PRACTICE,1,0,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,BATTERY,4,1,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,CRIMINAL DAMAGE,1,0,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,ASSAULT,1,0,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,ROBBERY,2,1,0
2016,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,THEFT,4,2,0
2018,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,ASSAULT,1,0,0
2018,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,OTHER OFFENSE,1,0,0
2018,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,BATTERY,2,0,0
2018,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,THEFT,5,0,0
2018,c,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,1,0,DECEPTIVE PRACTICE,2,0,0
2017,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,DECEPTIVE PRACTICE,2,0,0
2017,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,BATTERY,1,0,0
2017,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,THEFT,5,2,0
2017,a,WALGREEN CO.,100 W RANDOLPH ST 1ST 101,0,0,ASSAULT,1,1,0
2003,c,STAR FOODS INC,1000 S LOOMIS ST 1ST,1,0,BURGLARY,1,0,0
2004,c,"MY MANAGEMENT, INC.",1001 W JACKSON BLVD,1,0,THEFT,1,0,0
2017,c,"MY MANAGEMENT, INC.",1001 W JACKSON BLVD,1,0,THEFT,1,0,0
2015,c,"MY MANAGEMENT, INC.",1001 W JACKSON BLVD,1,0,DECEPTIVE PRACTICE,1,0,0
2017,c,WEST LOOP MART,1006 W LAKE ST,1,0,THEFT,2,0,0
2007,c,A & L INC,101 N WACKER DR 1ST,1,0,DECEPTIVE PRACTICE,2,0,0
2007,c,A & L INC,101 N WACKER DR 1ST,1,0,THEFT,3,0,0
2004,c,A & L INC,101 N WACKER DR 1ST,1,0,BATTERY,1,1,0
2005,c,A & L INC,101 N WACKER DR 1ST,1,0,THEFT,1,0,0
2003,c,A & L INC,101 N WACKER DR 1ST,1,0,THEFT,2,0,0
2010,c,A & L INC,101 N WACKER DR 1ST,1,0,THEFT,3,0,0
2010,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,THEFT,3,0,0
2014,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,DECEPTIVE PRACTICE,3,0,0
2014,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,THEFT,1,0,0
2016,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,BATTERY,1,0,0
2016,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,ROBBERY,1,0,0
2018,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2018,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,OTHER OFFENSE,2,0,0
2018,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,BATTERY,1,0,0
2018,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,THEFT,1,0,1
2012,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,ASSAULT,1,0,0
2012,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,BATTERY,1,0,0
2012,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,PUBLIC PEACE VIOLATION,1,1,0
2012,c,"MID CITY CARDS AND GIFTS 4, INC.",101 N WACKER DR LOBBY,1,0,THEFT,1,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",101 N WACKER DR LOBBY,1,0,DECEPTIVE PRACTICE,1,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",101 N WACKER DR LOBBY,1,0,OTHER OFFENSE,2,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",101 N WACKER DR LOBBY,1,0,BATTERY,1,0,0
2018,c,"PIT STOP CONVENIENCE, INC.",101 N WACKER DR LOBBY,1,0,THEFT,1,0,1
2018,c,"FOXTROT VENTURES, INCORPORATED",1019 W LAKE ST 1,1,0,DECEPTIVE PRACTICE,1,0,0
